PatternID,Pattern,Length,Occurrences
56,aaaaaaaaaaabbbbbb,17,2
57,aaaaaaaaaaabbbbbbb,18,2
58,aaaaaaaaaaabbbbbbbb,19,2
59,aaaaaaaaaaabbbb,15,3
60,aaaaaaaaaaa,11,32
61,aaaaaaaaaaab,12,4
62,aaaaaaaaaaabb,13,4
63,aaaaaaaaaaabbb,14,4
64,aaaaaaaaaabbbbb,15,2
65,aaaaaaaaaabbbbbb,16,2
66,aaaaaaaaaabbbbbbb,17,2
67,aaaaaaaaaabbbbbbbb,18,2
68,aaaaaaaaaabbbb,14,3
69,aaaaaaaaaa,10,36
70,aaaaaaaaaab,11,4
71,aaaaaaaaaabb,12,4
72,aaaaaaaaaabbb,13,4
73,aaaaaaaaabbbbb,14,2
74,aaaaaaaaabbbbbb,15,2
75,aaaaaaaaabbbbbbb,16,2
76,aaaaaaaaabbbbbbbb,17,2
77,aaaaaaaaabbbb,13,3
78,aaaaaaaaabbb,12,4
79,aaaaaaaaa,9,41
80,aaaaaaaaab,10,5
81,aaaaaaaaabb,11,5
82,aaaaaaaabbbbb,13,2
83,aaaaaaaabbbbbb,14,2
84,aaaaaaaabbbbbbb,15,2
85,aaaaaaaabbbbbbbb,16,2
86,aaaaaaaabbbb,12,3
87,aaaaaaaabbb,11,4
88,aaaaaaaa,8,46
89,aaaaaaaab,9,5
90,aaaaaaaabb,10,5
91,aaaaaaabbbbb,12,2
92,aaaaaaabbbbbb,13,2
93,aaaaaaabbbbbbb,14,2
94,aaaaaaabbbbbbbb,15,2
95,aaaaaaabbbb,11,3
96,aaaaaaabbb,10,4
97,aaaaaaa,7,51
98,aaaaaaab,8,5
99,aaaaaaabb,9,5
100,aaaaaabbbbb,11,2
101,aaaaaabbbbbb,12,2
102,aaaaaabbbbbbb,13,2
103,aaaaaabbbbbbbb,14,2
104,aaaaaabbbb,10,3
105,aaaaaabbb,9,4
106,aaaaaa,6,56
107,aaaaaab,7,5
108,aaaaaabb,8,5
109,aaaaabbbbb,10,2
110,aaaaabbbbbb,11,2
111,aaaaabbbbbbb,12,2
112,aaaaabbbbbbbb,13,2
113,aaaaabbbb,9,3
114,aaaaabbb,8,5
115,aaaaabbbc,9,2
116,aaaaabbbcc,10,2
117,aaaaabbbccc,11,2
118,aaaaabbbcccc,12,2
119,aaaaa,5,62
120,aaaaab,6,6
121,aaaaabb,7,6
122,aaaabbbbb,9,2
123,aaaabbbbbb,10,2
124,aaaabbbbbbb,11,2
125,aaaabbbbbbbb,12,2
126,aaaabbbb,8,4
127,aaaabbbbc,9,2
128,aaaabbbbcc,10,2
129,aaaabbb,7,6
130,aaaabbbc,8,2
131,aaaabbbcc,9,2
132,aaaabbbccc,10,2
133,aaaabbbcccc,11,2
134,aaaa,4,69
135,aaaab,5,7
136,aaaabb,6,7
137,aaabbbbbb,9,2
138,aaabbbbbbb,10,2
139,aaabbbbbbbb,11,2
140,aaabbbbb,8,3
141,aaabbbb,7,5
142,aaabbbbc,8,2
143,aaabbbbcc,9,2
144,aaabbb,6,7
145,aaabbbc,7,2
146,aaabbbcc,8,2
147,aaabbbccc,9,2
148,aaabbbcccc,10,2
149,aaab,4,9
150,aaabb,5,8
151,aaaca,5,2
152,aaacaa,6,2
153,aaacaab,7,2
154,aaac,4,3
155,aabbbbbb,8,3
156,aabbbbbbb,9,3
157,aabbbbbbbb,10,2
158,aabbbbb,7,4
159,aabbbb,6,6
160,aabbbbc,7,2
161,aabbbbcc,8,2
162,aabbb,5,8
163,aabbbc,6,2
164,aabbbcc,7,2
165,aabbbccc,8,2
166,aabbbcccc,9,2
167,aabb,4,9
168,aabda,5,2
169,aabdaa,6,2
170,aabdaab,7,2
171,aabdaabd,8,2
172,aabd,4,3
173,aaca,4,2
174,aacaa,5,2
175,aacaab,6,2
176,aacb,4,2
177,abaa,4,2
178,abaaa,5,2
179,abaaac,6,2
180,abbbbbb,7,3
181,abbbbbbb,8,3
182,abbbbbbbb,9,2
183,abbbbb,6,4
184,abbbb,5,6
185,abbbbc,6,2
186,abbbbcc,7,2
187,abbb,4,8
188,abbbc,5,2
189,abbbcc,6,2
190,abbbccc,7,2
191,abbbcccc,8,2
192,abbc,4,2
193,abda,4,2
194,abdaa,5,2
195,abdaab,6,2
196,abdaabd,7,2
197,acaa,4,3
198,acaab,5,2
199,baaaaaaaaaaaaaaaa,17,2
200,baaaaaaaaaaaaaaaaa,18,2
201,baaaaaaaaaaaaaaaaaa,19,2
202,baaaaaaaaaaaaaaa,16,3
203,baaaaaaaaaa,11,4
204,baaaaaaaaaaa,12,4
205,baaaaaaaaaaaa,13,4
206,baaaaaaaaaaaaa,14,4
207,baaaaaaaaaaaaaa,15,4
208,baaaaaa,7,5
209,baaaaaaa,8,5
210,baaaaaaaa,9,5
211,baaaaaaaaa,10,5
212,baaaaa,6,6
213,baaaa,5,7
214,baaab,5,2
215,baaa,4,11
216,baaac,5,2
217,bbaaaaaaaaaaaaaaaa,18,2
218,bbaaaaaaaaaaaaaaaaa,19,2
219,bbaaaaaaaaaaaaaaaaaa,20,2
220,bbaaaaaaaaaaaaaaa,17,3
221,bbaaaaaaaaaa,12,4
222,bbaaaaaaaaaaa,13,4
223,bbaaaaaaaaaaaa,14,4
224,bbaaaaaaaaaaaaa,15,4
225,bbaaaaaaaaaaaaaa,16,4
226,bbaaaaaa,8,5
227,bbaaaaaaa,9,5
228,bbaaaaaaaa,10,5
229,bbaaaaaaaaa,11,5
230,bbaaaaa,7,6
231,bbaaaa,6,7
232,bbaaa,5,9
233,bbaaab,6,2
234,bbaa,4,10
235,bbbaaaaaaaaaaaaaaa,18,2
236,bbbaaaaaaaaaa,13,3
237,bbbaaaaaaaaaaa,14,3
238,bbbaaaaaaaaaaaa,15,3
239,bbbaaaaaaaaaaaaa,16,3
240,bbbaaaaaaaaaaaaaa,17,3
241,bbbaaaaaa,9,4
242,bbbaaaaaaa,10,4
243,bbbaaaaaaaa,11,4
244,bbbaaaaaaaaa,12,4
245,bbbaaaa,7,5
246,bbbaaaaa,8,5
247,bbbaaa,6,7
248,bbbaaab,7,2
249,bbba,4,8
250,bbbaa,5,8
251,bbbbaaaaaaaaaaaaaaa,19,2
252,bbbbaaaaaaaaaa,14,3
253,bbbbaaaaaaaaaaa,15,3
254,bbbbaaaaaaaaaaaa,16,3
255,bbbbaaaaaaaaaaaaa,17,3
256,bbbbaaaaaaaaaaaaaa,18,3
257,bbbbaaaaaa,10,4
258,bbbbaaaaaaa,11,4
259,bbbbaaaaaaaa,12,4
260,bbbbaaaaaaaaa,13,4
261,bbbbaaaa,8,5
262,bbbbaaaaa,9,5
263,bbbbaaa,7,7
264,bbbbaaab,8,2
265,bbbba,5,8
266,bbbbaa,6,8
267,bbbbbaaaaaaaaaaaaaaa,20,2
268,bbbbbaaaaaa,11,3
269,bbbbbaaaaaaa,12,3
270,bbbbbaaaaaaaa,13,3
271,bbbbbaaaaaaaaa,14,3
272,bbbbbaaaaaaaaaa,15,3
273,bbbbbaaaaaaaaaaa,16,3
274,bbbbbaaaaaaaaaaaa,17,3
275,bbbbbaaaaaaaaaaaaa,18,3
276,bbbbbaaaaaaaaaaaaaa,19,3
277,bbbbbaaaa,9,4
278,bbbbbaaaaa,10,4
279,bbbbbaaa,8,5
280,bbbbba,6,6
281,bbbbbaa,7,6
282,bbbbbbaaaaaa,12,2
283,bbbbbbaaaaaaa,13,2
284,bbbbbbaaaaaaaa,14,2
285,bbbbbbaaaaaaaaa,15,2
286,bbbbbbaaaaaaaaaa,16,2
287,bbbbbbaaaaaaaaaaa,17,2
288,bbbbbbaaaaaaaaaaaa,18,2
289,bbbbbbaaaaaaaaaaaaa,19,2
290,bbbbbbaaaaaaaaaaaaaa,20,2
291,bbbbbbaaaa,10,3
292,bbbbbbaaaaa,11,3
293,bbbbbbaaa,9,4
294,bbbbbba,7,5
295,bbbbbbaa,8,5
296,bbbbbbbaaaaaa,13,2
297,bbbbbbbaaaaaaa,14,2
298,bbbbbbbaaaaaaaa,15,2
299,bbbbbbbaaaaaaaaa,16,2
300,bbbbbbbaaaaaaaaaa,17,2
301,bbbbbbbaaaaaaaaaaa,18,2
302,bbbbbbbaaaaaaaaaaaa,19,2
303,bbbbbbbaaaaaaaaaaaaa,20,2
304,bbbbbbbaaaaaaaaaaaaaa,21,2
305,bbbbbbbaaaa,11,3
306,bbbbbbbaaaaa,12,3
307,bbbbbbbaaa,10,4
308,bbbbbbba,8,5
309,bbbbbbbaa,9,5
310,bbbbbbbba,9,2
311,bbbbbbbbaa,10,2
312,bbbbbbbbaaa,11,2
313,bbbbbbbbbbbbbbbb,16,2
314,bbbbbbbbbbbbbbb,15,3
315,bbbbbbbbbbbbbb,14,4
316,bbbbbbbbbbbbb,13,5
317,bbbbbbbbbbbb,12,6
318,bbbbbbbbbbb,11,7
319,bbbbbbbbbb,10,8
320,bbbbbbbbb,9,10
321,bbbbbbbbbc,10,2
322,bbbbbbbbbcc,11,2
323,bbbbbbbbbccc,12,2
324,bbbbbbbb,8,14
325,bbbbbbbbc,9,2
326,bbbbbbbbcc,10,2
327,bbbbbbbbccc,11,2
328,bbbbbbb,7,22
329,bbbbbbbc,8,3
330,bbbbbbbcc,9,3
331,bbbbbbbccc,10,3
332,bbbbbbbcccd,11,2
333,bbbbbbbcccdd,12,2
334,bbbbbbbcccddd,13,2
335,bbbbbbbcccdddd,14,2
336,bbbbbbbcccddddd,15,2
337,bbbbbbccccccccc,15,2
338,bbbbbbcccccccccc,16,2
339,bbbbbbccccccccccc,17,2
340,bbbbbbcccccccccccd,18,2
341,bbbbbbcccccccccccdd,19,2
342,bbbbbbcccccccccccdde,20,2
343,bbbbbbcccc,10,3
344,bbbbbbccccc,11,3
345,bbbbbbcccccc,12,3
346,bbbbbbccccccc,13,3
347,bbbbbbcccccccc,14,3
348,bbbbbb,6,32
349,bbbbbbc,7,5
350,bbbbbbcc,8,5
351,bbbbbbccc,9,5
352,bbbbbbcccd,10,2
353,bbbbbbcccdd,11,2
354,bbbbbbcccddd,12,2
355,bbbbbbcccdddd,13,2
356,bbbbbbcccddddd,14,2
357,bbbbbccccccccc,14,3
358,bbbbbcccccccccc,15,3
359,bbbbbccccccccccc,16,2
360,bbbbbcccccccccccd,17,2
361,bbbbbcccccccccccdd,18,2
362,bbbbbcccccccccccdde,19,2
363,bbbbbcccc,9,4
364,bbbbbccccc,10,4
365,bbbbbcccccc,11,4
366,bbbbbccccccc,12,4
367,bbbbbcccccccc,13,4
368,bbbbbcccddd,11,2
369,bbbbbcccdddd,12,2
370,bbbbbcccddddd,13,2
371,bbbbbccc,8,7
372,bbbbbcccd,9,3
373,bbbbbcccdd,10,3
374,bbbbb,5,46
375,bbbbbc,6,8
376,bbbbbcc,7,8
377,bbbbccccccccc,13,3
378,bbbbcccccccccc,14,3
379,bbbbccccccccccc,15,2
380,bbbbcccccccccccd,16,2
381,bbbbcccccccccccdd,17,2
382,bbbbcccccccccccdde,18,2
383,bbbbcccc,8,5
384,bbbbccccc,9,5
385,bbbbcccccc,10,5
386,bbbbccccccc,11,5
387,bbbbcccccccc,12,5
388,bbbbccccccccd,13,2
389,bbbbccccccccdd,14,2
390,bbbbcccddd,10,2
391,bbbbcccdddd,11,2
392,bbbbcccddddd,12,2
393,bbbbccc,7,8
394,bbbbcccd,8,3
395,bbbbcccdd,9,3
396,bbbb,4,64
397,bbbbc,5,10
398,bbbbcc,6,10
399,bbbbccd,7,2
400,bbbbccdd,8,2
401,bbbcb,5,3
402,bbbcbb,6,2
403,bbbccccccccc,12,3
404,bbbcccccccccc,13,3
405,bbbccccccccccc,14,2
406,bbbcccccccccccd,15,2
407,bbbcccccccccccdd,16,2
408,bbbcccccccccccdde,17,2
409,bbbccccccc,10,5
410,bbbcccccccc,11,5
411,bbbccccccccd,12,2
412,bbbccccccccdd,13,2
413,bbbcccc,7,7
414,bbbccccc,8,6
415,bbbcccccc,9,6
416,bbbcccddd,9,2
417,bbbcccdddd,10,2
418,bbbcccddddd,11,2
419,bbbccc,6,10
420,bbbcccd,7,3
421,bbbcccdd,8,3
422,bbbc,4,16
423,bbbcc,5,13
424,bbbccd,6,2
425,bbbccdd,7,2
426,bbbdbbbd,8,2
427,bbbdbbb,7,5
428,bbbdbbbe,8,2
429,bbbdb,5,7
430,bbbdbb,6,7
431,bbbdbbc,7,2
432,bbbdbbcd,8,2
433,bbbdcccd,8,2
434,bbbd,4,11
435,bbbdc,5,4
436,bbbdcc,6,4
437,bbbdccc,7,4
438,bbbdccce,8,2
439,bbbeb,5,2
440,bbbebb,6,2
441,bbbebbb,7,2
442,bbbebbbe,8,2
443,bbbe,4,5
444,bbbec,5,3
445,bbbecc,6,2
446,bbbeccc,7,2
447,bbcb,4,4
448,bbcbb,5,3
449,bbcbbb,6,2
450,bbcbbbc,7,2
451,bbccb,5,2
452,bbccbb,6,2
453,bbccccccccc,11,3
454,bbcccccccccc,12,3
455,bbccccccccccc,13,2
456,bbcccccccccccd,14,2
457,bbcccccccccccdd,15,2
458,bbcccccccccccdde,16,2
459,bbccccccc,9,5
460,bbcccccccc,10,5
461,bbccccccccd,11,2
462,bbccccccccdd,12,2
463,bbcccc,6,7
464,bbccccc,7,6
465,bbcccccc,8,6
466,bbcccddd,8,2
467,bbcccdddd,9,2
468,bbcccddddd,10,2
469,bbccc,5,12
470,bbcccd,6,4
471,bbcccdd,7,4
472,bbcc,4,16
473,bbccd,5,2
474,bbccdd,6,2
475,bbcdbbcd,8,2
476,bbcdbbc,7,3
477,bbcdb,5,4
478,bbcdbb,6,4
479,bbcd,4,6
480,bbcdc,5,2
481,bbcdcc,6,2
482,bbcdccc,7,2
483,bbcdcccd,8,2
484,bbce,4,4
485,bbcec,5,3
486,bbcecc,6,2
487,bbceccc,7,2
488,bbdbbbc,7,2
489,bbdbbbcb,8,2
490,bbdbbbcbb,9,2
491,bbdbbbdb,8,2
492,bbdbbbdbb,9,2
493,bbdbbbd,7,4
494,bbdbbbdc,8,2
495,bbdbbbdcc,9,2
496,bbdbbbdccc,10,2
497,bbdbbbdccce,11,2
498,bbdbbb,6,8
499,bbdbbbe,7,2
500,bbdb,4,10
501,bbdbb,5,10
502,bbdbbc,6,2
503,bbdbbcd,7,2
504,bbdcccd,7,2
505,bbdc,4,3
506,bbdcc,5,3
507,bbdccc,6,3
508,bbeb,4,3
509,bbebb,5,3
510,bbebbb,6,3
511,bbebbbe,7,2
512,bbec,4,4
513,bbecc,5,3
514,bbeccc,6,2
515,bcab,4,2
516,bcabb,5,2
517,bcbb,4,3
518,bcbbb,5,2
519,bcbbbc,6,2
520,bccb,4,3
521,bccbb,5,3
522,bccccccccc,10,3
523,bcccccccccc,11,3
524,bccccccccccc,12,2
525,bcccccccccccd,13,2
526,bcccccccccccdd,14,2
527,bcccccccccccdde,15,2
528,bcccccccc,9,6
529,bccccccccd,10,3
530,bccccccccdd,11,3
531,bccccccccddd,12,2
532,bccccccccdddd,13,2
533,bccccccc,8,7
534,bcccc,5,9
535,bccccc,6,8
536,bcccccc,7,8
537,bcccddd,7,2
538,bcccdddd,8,2
539,bcccddddd,9,2
540,bccc,4,14
541,bcccd,5,4
542,bcccdd,6,4
543,bccd,4,4
544,bccdd,5,3
545,bccdde,6,2
546,bccddee,7,2
547,bccddeee,8,2
548,bccddeeee,9,2
549,bccddeeeee,10,2
550,bcdbbb,6,2
551,bcdbbbd,7,2
552,bcdbbbdc,8,2
553,bcdbbbdcc,9,2
554,bcdbbbdccc,10,2
555,bcdbbbdcccd,11,2
556,bcdbbcdb,8,2
557,bcdbbcdbb,9,2
558,bcdbbcd,7,3
559,bcdbbc,6,5
560,bcdb,4,8
561,bcdbb,5,8
562,bcdcb,5,3
563,bcdcbc,6,2
564,bcdcccdcb,9,2
565,bcdcccdcbc,10,2
566,bcdcccdc,8,4
567,bcdcccdcc,9,2
568,bcdcccdccc,10,2
569,bcdc,4,9
570,bcdcc,5,6
571,bcdccc,6,6
572,bcdcccd,7,6
573,bcecbcdb,8,2
574,bcecbcdbb,9,2
575,bcecbcd,7,3
576,bcecbc,6,4
577,bcecb,5,5
578,bcecccd,7,2
579,bceccc,6,3
580,bcec,4,9
581,bcecc,5,4
582,bdaa,4,2
583,bdaab,5,2
584,bdaabd,6,2
585,bdbbbc,6,2
586,bdbbbcb,7,2
587,bdbbbcbb,8,2
588,bdbbbdbbb,9,3
589,bdbbbdb,7,4
590,bdbbbdbb,8,4
591,bdbbbd,6,6
592,bdbbbdc,7,2
593,bdbbbdcc,8,2
594,bdbbbdccc,9,2
595,bdbbbdccce,10,2
596,bdbbb,5,11
597,bdbbbe,6,3
598,bdbbbec,7,2
599,bdbb,4,13
600,bdbbc,5,2
601,bdbbcd,6,2
602,bdcccd,6,2
603,bdcc,4,3
604,bdccc,5,3
605,bebbb,5,3
606,bebbbe,6,2
607,bebb,4,4
608,becb,4,2
609,becbc,5,2
610,becbce,6,2
611,becbcec,7,2
612,becbcecb,8,2
613,becbcecbc,9,2
614,becbcecbcd,10,2
615,becc,4,3
616,beccc,5,2
617,caab,4,2
618,cabb,4,2
619,cbab,4,2
620,cbbaa,5,2
621,cbbaaa,6,2
622,cbbaaaa,7,2
623,cbba,4,3
624,cbbbba,6,2
625,cbbbbaa,7,2
626,cbbbbaaa,8,2
627,cbbbbbbba,9,2
628,cbbbbbbbaa,10,2
629,cbbbbbbbb,9,2
630,cbbbbbbb,8,5
631,cbbbbbb,7,7
632,cbbbbbbc,8,2
633,cbbbbbbcc,9,2
634,cbbbbbbccc,10,2
635,cbbbbbbcccc,11,2
636,cbbbbbbccccc,12,2
637,cbbbbbbcccccc,13,2
638,cbbbbbbccccccc,14,2
639,cbbbbbbcccccccc,15,2
640,cbbbb,5,12
641,cbbbbb,6,10
642,cbbbbbc,7,2
643,cbbbbbcc,8,2
644,cbbbc,5,2
645,cbbb,4,16
646,cbbbd,5,2
647,cbbbdb,6,2
648,cbbbdbb,7,2
649,cbbc,4,2
650,cbbd,4,2
651,cbbdb,5,2
652,cbbdbb,6,2
653,cbbdbbb,7,2
654,cbccc,5,2
655,cbcccc,6,2
656,cbccccc,7,2
657,cbcccccc,8,2
658,cbccccccc,9,2
659,cbcc,4,4
660,cbcdbbb,7,2
661,cbcdbbbd,8,2
662,cbcdbbbdc,9,2
663,cbcdbbbdcc,10,2
664,cbcdbbbdccc,11,2
665,cbcdbbbdcccd,12,2
666,cbcdb,5,4
667,cbcdbb,6,4
668,cbcdbbc,7,2
669,cbcdcb,6,3
670,cbcdcbc,7,2
671,cbcdcccdcb,10,2
672,cbcdcccdcbc,11,2
673,cbcd,4,11
674,cbcdc,5,7
675,cbcdcc,6,4
676,cbcdccc,7,4
677,cbcdcccd,8,4
678,cbcdcccdc,9,4
679,cbcdcccdcc,10,2
680,cbcdcccdccc,11,2
681,cbcecbcdb,9,2
682,cbcecbcdbb,10,2
683,cbcecbcd,8,3
684,cbcecb,6,4
685,cbcecbc,7,4
686,cbce,4,6
687,cbcec,5,6
688,cbcecc,6,2
689,cbdb,4,2
690,cbdbb,5,2
691,cbdbbb,6,2
692,ccbbbba,7,2
693,ccbbbbaa,8,2
694,ccbbbbaaa,9,2
695,ccbbbbbbba,10,2
696,ccbbbbbbbaa,11,2
697,ccbbbbbbbb,10,2
698,ccbbbbbbb,9,5
699,ccbbbbbb,8,7
700,ccbbbbbbc,9,2
701,ccbbbbbbcc,10,2
702,ccbbbbbbccc,11,2
703,ccbbbbbbcccc,12,2
704,ccbbbbbbccccc,13,2
705,ccbbbbbbcccccc,14,2
706,ccbbbbbbccccccc,15,2
707,ccbbbbbbcccccccc,16,2
708,ccbbbb,6,12
709,ccbbbbb,7,10
710,ccbbbbbc,8,2
711,ccbbbbbcc,9,2
712,ccbbbbbccc,10,2
713,ccbbb,5,13
714,ccbb,4,17
715,ccbbd,5,2
716,ccbbdb,6,2
717,ccbbdbb,7,2
718,ccbbdbbb,8,2
719,ccbccc,6,2
720,ccbcccc,7,2
721,ccbccccc,8,2
722,ccbcccccc,9,2
723,ccbccccccc,10,2
724,ccbcc,5,3
725,ccbc,4,4
726,cccbbbbbbba,11,2
727,cccbbbbbbbaa,12,2
728,cccbbbbbbbb,11,2
729,cccbbbbbbb,10,5
730,cccbbbbbb,9,7
731,cccbbbbbbc,10,2
732,cccbbbbbbcc,11,2
733,cccbbbbbbccc,12,2
734,cccbbbbbbcccc,13,2
735,cccbbbbbbccccc,14,2
736,cccbbbbbbcccccc,15,2
737,cccbbbbbbccccccc,16,2
738,cccbbbbbbcccccccc,17,2
739,cccbbbb,7,10
740,cccbbbbb,8,10
741,cccbbbbbc,9,2
742,cccbbbbbcc,10,2
743,cccbbbbbccc,11,2
744,cccbbb,6,11
745,cccbb,5,13
746,cccbccc,7,2
747,cccbcccc,8,2
748,cccbccccc,9,2
749,cccbcccccc,10,2
750,cccbccccccc,11,2
751,cccbcc,6,3
752,cccbc,5,4
753,cccb,4,18
754,ccccbbbbbbb,11,3
755,ccccbbbbbbbb,12,2
756,ccccbbbbbb,10,4
757,ccccbbbb,8,7
758,ccccbbbbb,9,7
759,ccccbbbbbc,10,2
760,ccccbbbbbcc,11,2
761,ccccbbbbbccc,12,2
762,ccccbb,6,8
763,ccccbbb,7,8
764,ccccb,5,10
765,cccccbbbbbb,11,2
766,cccccbbbbbbb,12,2
767,cccccbbbbbbbb,13,2
768,cccccbb,7,4
769,cccccbbb,8,4
770,cccccbbbb,9,4
771,cccccbbbbb,10,4
772,cccccb,6,6
773,ccccccbb,8,2
774,ccccccbbb,9,2
775,ccccccbbbb,10,2
776,ccccccbbbbb,11,2
777,ccccccb,7,4
778,cccccccbb,9,2
779,cccccccbbb,10,2
780,cccccccbbbb,11,2
781,cccccccbbbbb,12,2
782,cccccccb,8,3
783,ccccccccbb,10,2
784,ccccccccbbb,11,2
785,ccccccccbbbb,12,2
786,ccccccccbbbbb,13,2
787,ccccccccb,9,3
788,cccccccccbb,11,2
789,cccccccccbbb,12,2
790,cccccccccbbbb,13,2
791,cccccccccbbbbb,14,2
792,cccccccccb,10,3
793,ccccccccccbb,12,2
794,ccccccccccbbb,13,2
795,ccccccccccbbbb,14,2
796,ccccccccccbbbbb,15,2
797,ccccccccccb,11,3
798,ccccccccccccccccccc,19,21
799,cccccccccccccccccccc,20,20
800,ccccccccccccccccccccc,21,19
801,cccccccccccccccccccccc,22,18
802,ccccccccccccccccccccccc,23,17
803,cccccccccccccccccccccccc,24,16
804,ccccccccccccccccccccccccc,25,15
805,cccccccccccccccccccccccccc,26,14
806,ccccccccccccccccccccccccccc,27,13
807,cccccccccccccccccccccccccccc,28,12
808,ccccccccccccccccccccccccccccc,29,11
809,cccccccccccccccccccccccccccccc,30,10
810,ccccccccccccccccccccccccccccccc,31,9
811,cccccccccccccccccccccccccccccccc,32,8
812,ccccccccccccccccccccccccccccccccc,33,7
813,cccccccccccccccccccccccccccccccccc,34,6
814,ccccccccccccccccccccccccccccccccccc,35,5
815,cccccccccccccccccccccccccccccccccccc,36,4
816,ccccccccccccccccccccccccccccccccccccc,37,3
817,cccccccccccccccccccccccccccccccccccccc,38,2
818,cccccccccccccccccc,18,23
819,ccccccccccccccccc,17,25
820,cccccccccccccccc,16,27
821,ccccccccccccccc,15,29
822,cccccccccccccc,14,31
823,ccccccccccccc,13,34
824,cccccccccccccd,14,2
825,cccccccccccccdd,15,2
826,cccccccccccccddc,16,2
827,cccccccccccc,12,37
828,ccccccccccccd,13,2
829,ccccccccccccdd,14,2
830,ccccccccccccddc,15,2
831,cccccccccccddc,14,2
832,ccccccccccc,11,43
833,cccccccccccd,12,5
834,cccccccccccdd,13,4
835,cccccccccccdde,14,2
836,ccccccccccddc,13,2
837,cccccccccc,10,52
838,ccccccccccd,11,6
839,ccccccccccdd,12,5
840,ccccccccccdde,13,2
841,cccccccccddc,12,2
842,ccccccccc,9,61
843,cccccccccd,10,6
844,cccccccccdd,11,5
845,cccccccccdde,12,2
846,ccccccccddc,11,3
847,ccccccccddcd,12,2
848,ccccccccddcdd,13,2
849,ccccccccddddd,13,2
850,ccccccccddd,11,3
851,ccccccccdddd,12,3
852,cccccccc,8,73
853,ccccccccd,9,9
854,ccccccccdd,10,8
855,ccccccccdde,11,2
856,cccccccddc,10,3
857,cccccccddcd,11,2
858,cccccccddcdd,12,2
859,cccccccddddd,12,2
860,cccccccdddd,11,3
861,cccccccddd,10,4
862,ccccccc,7,86
863,cccccccd,8,10
864,cccccccdd,9,9
865,cccccccdde,10,2
866,ccccccddc,9,3
867,ccccccddcd,10,2
868,ccccccddcdd,11,2
869,ccccccdddddd,12,2
870,ccccccddddddd,13,2
871,ccccccddddd,11,3
872,ccccccdddd,10,4
873,ccccccddd,9,6
874,cccccc,6,102
875,ccccccd,7,12
876,ccccccdd,8,11
877,ccccccdde,9,2
878,cccccddc,8,3
879,cccccddcd,9,2
880,cccccddcdd,10,2
881,cccccdddddd,11,2
882,cccccddddddd,12,2
883,cccccddddd,10,3
884,cccccdddd,9,4
885,cccccddd,8,6
886,ccccc,5,120
