PatternID,Pattern,Length,Occurrences
63,aaaaaaaaaaaaaaaaaaaaaaaaaaaabb,30,3
64,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbb,31,3
65,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbb,32,3
66,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbb,33,3
67,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbb,34,3
68,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbb,35,3
69,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbb,36,3
70,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbb,37,3
71,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,38,3
72,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,39,3
73,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,40,3
74,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,41,2
75,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,42,2
76,aaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,43,2
77,aaaaaaaaaaaaaaaaaaaaaaaaaaa,27,19
78,aaaaaaaaaaaaaaaaaaaaaaaaaaab,28,3
79,aaaaaaaaaaaaaaaaaaaaaaaaaaabb,29,3
80,aaaaaaaaaaaaaaaaaaaaaaaaaaabbb,30,3
81,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbb,31,3
82,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbb,32,3
83,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbb,33,3
84,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbb,34,3
85,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbb,35,3
86,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbb,36,3
87,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,37,3
88,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,38,3
89,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,39,3
90,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,40,2
91,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,41,2
92,aaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,42,2
93,aaaaaaaaaaaaaaaaaaaaaaaaaa,26,22
94,aaaaaaaaaaaaaaaaaaaaaaaaaab,27,3
95,aaaaaaaaaaaaaaaaaaaaaaaaaabb,28,3
96,aaaaaaaaaaaaaaaaaaaaaaaaaabbb,29,3
97,aaaaaaaaaaaaaaaaaaaaaaaaaabbbb,30,3
98,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbb,31,3
99,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbb,32,3
100,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbb,33,3
101,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbb,34,3
102,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbb,35,3
103,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,36,3
104,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,37,3
105,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,38,3
106,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,39,2
107,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,40,2
108,aaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,41,2
109,aaaaaaaaaaaaaaaaaaaaaaaaa,25,25
110,aaaaaaaaaaaaaaaaaaaaaaaaab,26,3
111,aaaaaaaaaaaaaaaaaaaaaaaaabb,27,3
112,aaaaaaaaaaaaaaaaaaaaaaaaabbb,28,3
113,aaaaaaaaaaaaaaaaaaaaaaaaabbbb,29,3
114,aaaaaaaaaaaaaaaaaaaaaaaaabbbbb,30,3
115,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbb,31,3
116,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbb,32,3
117,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbb,33,3
118,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbb,34,3
119,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,35,3
120,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,36,3
121,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,37,3
122,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,38,2
123,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,39,2
124,aaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,40,2
125,aaaaaaaaaaaaaaaaaaaaaaaa,24,28
126,aaaaaaaaaaaaaaaaaaaaaaaab,25,3
127,aaaaaaaaaaaaaaaaaaaaaaaabb,26,3
128,aaaaaaaaaaaaaaaaaaaaaaaabbb,27,3
129,aaaaaaaaaaaaaaaaaaaaaaaabbbb,28,3
130,aaaaaaaaaaaaaaaaaaaaaaaabbbbb,29,3
131,aaaaaaaaaaaaaaaaaaaaaaaabbbbbb,30,3
132,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbb,31,3
133,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbb,32,3
134,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbb,33,3
135,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,34,3
136,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,35,3
137,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,36,3
138,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,37,2
139,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,38,2
140,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,39,2
141,aaaaaaaaaaaaaaaaaaaaaaa,23,31
142,aaaaaaaaaaaaaaaaaaaaaaab,24,3
143,aaaaaaaaaaaaaaaaaaaaaaabb,25,3
144,aaaaaaaaaaaaaaaaaaaaaaabbb,26,3
145,aaaaaaaaaaaaaaaaaaaaaaabbbb,27,3
146,aaaaaaaaaaaaaaaaaaaaaaabbbbb,28,3
147,aaaaaaaaaaaaaaaaaaaaaaabbbbbb,29,3
148,aaaaaaaaaaaaaaaaaaaaaaabbbbbbb,30,3
149,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbb,31,3
150,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbb,32,3
151,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,33,3
152,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,34,3
153,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,35,3
154,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,36,2
155,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,37,2
156,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,38,2
157,aaaaaaaaaaaaaaaaaaaaaa,22,34
158,aaaaaaaaaaaaaaaaaaaaaab,23,3
159,aaaaaaaaaaaaaaaaaaaaaabb,24,3
160,aaaaaaaaaaaaaaaaaaaaaabbb,25,3
161,aaaaaaaaaaaaaaaaaaaaaabbbb,26,3
162,aaaaaaaaaaaaaaaaaaaaaabbbbb,27,3
163,aaaaaaaaaaaaaaaaaaaaaabbbbbb,28,3
164,aaaaaaaaaaaaaaaaaaaaaabbbbbbb,29,3
165,aaaaaaaaaaaaaaaaaaaaaabbbbbbbb,30,3
166,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbb,31,3
167,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,32,3
168,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,33,3
169,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,34,3
170,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,35,2
171,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,36,2
172,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,37,2
173,aaaaaaaaaaaaaaaaaaaaa,21,37
174,aaaaaaaaaaaaaaaaaaaaab,22,3
175,aaaaaaaaaaaaaaaaaaaaabb,23,3
176,aaaaaaaaaaaaaaaaaaaaabbb,24,3
177,aaaaaaaaaaaaaaaaaaaaabbbb,25,3
178,aaaaaaaaaaaaaaaaaaaaabbbbb,26,3
179,aaaaaaaaaaaaaaaaaaaaabbbbbb,27,3
180,aaaaaaaaaaaaaaaaaaaaabbbbbbb,28,3
181,aaaaaaaaaaaaaaaaaaaaabbbbbbbb,29,3
182,aaaaaaaaaaaaaaaaaaaaabbbbbbbbb,30,3
183,aaaaaaaaaaaaaaaaaaaaabbbbbbbbbb,31,3
184,aaaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,32,3
185,aaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,33,3
186,aaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,34,2
187,aaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,35,2
188,aaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,36,2
189,aaaaaaaaaaaaaaaaaaaa,20,40
190,aaaaaaaaaaaaaaaaaaaab,21,3
191,aaaaaaaaaaaaaaaaaaaabb,22,3
192,aaaaaaaaaaaaaaaaaaaabbb,23,3
193,aaaaaaaaaaaaaaaaaaaabbbb,24,3
194,aaaaaaaaaaaaaaaaaaaabbbbb,25,3
195,aaaaaaaaaaaaaaaaaaaabbbbbb,26,3
196,aaaaaaaaaaaaaaaaaaaabbbbbbb,27,3
197,aaaaaaaaaaaaaaaaaaaabbbbbbbb,28,3
198,aaaaaaaaaaaaaaaaaaaabbbbbbbbb,29,3
199,aaaaaaaaaaaaaaaaaaaabbbbbbbbbb,30,3
200,aaaaaaaaaaaaaaaaaaaabbbbbbbbbbb,31,3
201,aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,32,3
202,aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,33,2
203,aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,34,2
204,aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,35,2
205,aaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,33,2
206,aaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,34,2
207,aaaaaaaaaaaaaaaaaaa,19,44
208,aaaaaaaaaaaaaaaaaaab,20,4
209,aaaaaaaaaaaaaaaaaaabb,21,4
210,aaaaaaaaaaaaaaaaaaabbb,22,4
211,aaaaaaaaaaaaaaaaaaabbbb,23,4
212,aaaaaaaaaaaaaaaaaaabbbbb,24,4
213,aaaaaaaaaaaaaaaaaaabbbbbb,25,4
214,aaaaaaaaaaaaaaaaaaabbbbbbb,26,4
215,aaaaaaaaaaaaaaaaaaabbbbbbbb,27,4
216,aaaaaaaaaaaaaaaaaaabbbbbbbbb,28,4
217,aaaaaaaaaaaaaaaaaaabbbbbbbbbb,29,4
218,aaaaaaaaaaaaaaaaaaabbbbbbbbbbb,30,4
219,aaaaaaaaaaaaaaaaaaabbbbbbbbbbbb,31,4
220,aaaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,32,3
221,aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbb,34,2
222,aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbb,35,2
223,aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,32,3
224,aaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,33,3
225,aaaaaaaaaaaaaaaaaa,18,49
226,aaaaaaaaaaaaaaaaaab,19,5
227,aaaaaaaaaaaaaaaaaabb,20,5
228,aaaaaaaaaaaaaaaaaabbb,21,5
229,aaaaaaaaaaaaaaaaaabbbb,22,5
230,aaaaaaaaaaaaaaaaaabbbbb,23,5
231,aaaaaaaaaaaaaaaaaabbbbbb,24,5
232,aaaaaaaaaaaaaaaaaabbbbbbb,25,5
233,aaaaaaaaaaaaaaaaaabbbbbbbb,26,5
234,aaaaaaaaaaaaaaaaaabbbbbbbbb,27,5
235,aaaaaaaaaaaaaaaaaabbbbbbbbbb,28,5
236,aaaaaaaaaaaaaaaaaabbbbbbbbbbb,29,5
237,aaaaaaaaaaaaaaaaaabbbbbbbbbbbb,30,5
238,aaaaaaaaaaaaaaaaaabbbbbbbbbbbbb,31,4
239,aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbb,33,2
240,aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbb,34,2
241,aaaaaaaaaaaaaaaaabbbbbbbbbbbbbb,31,3
242,aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,32,3
243,aaaaaaaaaaaaaaaaa,17,54
244,aaaaaaaaaaaaaaaaab,18,5
245,aaaaaaaaaaaaaaaaabb,19,5
246,aaaaaaaaaaaaaaaaabbb,20,5
247,aaaaaaaaaaaaaaaaabbbb,21,5
248,aaaaaaaaaaaaaaaaabbbbb,22,5
249,aaaaaaaaaaaaaaaaabbbbbb,23,5
250,aaaaaaaaaaaaaaaaabbbbbbb,24,5
251,aaaaaaaaaaaaaaaaabbbbbbbb,25,5
252,aaaaaaaaaaaaaaaaabbbbbbbbb,26,5
253,aaaaaaaaaaaaaaaaabbbbbbbbbb,27,5
254,aaaaaaaaaaaaaaaaabbbbbbbbbbb,28,5
255,aaaaaaaaaaaaaaaaabbbbbbbbbbbb,29,5
256,aaaaaaaaaaaaaaaaabbbbbbbbbbbbb,30,4
257,aaaaaaaaaaaaaaaabbbbbbbbbbbbbbbb,32,2
258,aaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbb,33,2
259,aaaaaaaaaaaaaaaabbbbbbbbbbbbbb,30,3
260,aaaaaaaaaaaaaaaabbbbbbbbbbbbbbb,31,3
261,aaaaaaaaaaaaaaaa,16,59
262,aaaaaaaaaaaaaaaab,17,5
263,aaaaaaaaaaaaaaaabb,18,5
264,aaaaaaaaaaaaaaaabbb,19,5
265,aaaaaaaaaaaaaaaabbbb,20,5
266,aaaaaaaaaaaaaaaabbbbb,21,5
267,aaaaaaaaaaaaaaaabbbbbb,22,5
268,aaaaaaaaaaaaaaaabbbbbbb,23,5
269,aaaaaaaaaaaaaaaabbbbbbbb,24,5
270,aaaaaaaaaaaaaaaabbbbbbbbb,25,5
271,aaaaaaaaaaaaaaaabbbbbbbbbb,26,5
272,aaaaaaaaaaaaaaaabbbbbbbbbbb,27,5
273,aaaaaaaaaaaaaaaabbbbbbbbbbbb,28,5
274,aaaaaaaaaaaaaaaabbbbbbbbbbbbb,29,4
275,aaaaaaaaaaaaaaabbbbbbbbbbbbbbbb,31,2
276,aaaaaaaaaaaaaaabbbbbbbbbbbbbbbbb,32,2
277,aaaaaaaaaaaaaaabbbbbbbbbbbbbb,29,3
278,aaaaaaaaaaaaaaabbbbbbbbbbbbbbb,30,3
279,aaaaaaaaaaaaaaa,15,64
280,aaaaaaaaaaaaaaab,16,5
281,aaaaaaaaaaaaaaabb,17,5
282,aaaaaaaaaaaaaaabbb,18,5
283,aaaaaaaaaaaaaaabbbb,19,5
284,aaaaaaaaaaaaaaabbbbb,20,5
285,aaaaaaaaaaaaaaabbbbbb,21,5
286,aaaaaaaaaaaaaaabbbbbbb,22,5
287,aaaaaaaaaaaaaaabbbbbbbb,23,5
288,aaaaaaaaaaaaaaabbbbbbbbb,24,5
289,aaaaaaaaaaaaaaabbbbbbbbbb,25,5
290,aaaaaaaaaaaaaaabbbbbbbbbbb,26,5
291,aaaaaaaaaaaaaaabbbbbbbbbbbb,27,5
292,aaaaaaaaaaaaaaabbbbbbbbbbbbb,28,4
293,aaaaaaaaaaaaaabbbbbbbbbbbbbbbb,30,2
294,aaaaaaaaaaaaaabbbbbbbbbbbbbbbbb,31,2
295,aaaaaaaaaaaaaabbbbbbbbbbbbbb,28,3
296,aaaaaaaaaaaaaabbbbbbbbbbbbbbb,29,3
297,aaaaaaaaaaaaaa,14,70
298,aaaaaaaaaaaaaab,15,6
299,aaaaaaaaaaaaaabb,16,5
300,aaaaaaaaaaaaaabbb,17,5
301,aaaaaaaaaaaaaabbbb,18,5
302,aaaaaaaaaaaaaabbbbb,19,5
303,aaaaaaaaaaaaaabbbbbb,20,5
304,aaaaaaaaaaaaaabbbbbbb,21,5
305,aaaaaaaaaaaaaabbbbbbbb,22,5
306,aaaaaaaaaaaaaabbbbbbbbb,23,5
307,aaaaaaaaaaaaaabbbbbbbbbb,24,5
308,aaaaaaaaaaaaaabbbbbbbbbbb,25,5
309,aaaaaaaaaaaaaabbbbbbbbbbbb,26,5
310,aaaaaaaaaaaaaabbbbbbbbbbbbb,27,4
311,aaaaaaaaaaaaabbbbbbbbbbbbbbbb,29,2
312,aaaaaaaaaaaaabbbbbbbbbbbbbbbbb,30,2
313,aaaaaaaaaaaaabbbbbbbbbbbbbb,27,3
314,aaaaaaaaaaaaabbbbbbbbbbbbbbb,28,3
315,aaaaaaaaaaaaa,13,76
316,aaaaaaaaaaaaab,14,6
317,aaaaaaaaaaaaabb,15,5
318,aaaaaaaaaaaaabbb,16,5
319,aaaaaaaaaaaaabbbb,17,5
320,aaaaaaaaaaaaabbbbb,18,5
321,aaaaaaaaaaaaabbbbbb,19,5
322,aaaaaaaaaaaaabbbbbbb,20,5
323,aaaaaaaaaaaaabbbbbbbb,21,5
324,aaaaaaaaaaaaabbbbbbbbb,22,5
325,aaaaaaaaaaaaabbbbbbbbbb,23,5
326,aaaaaaaaaaaaabbbbbbbbbbb,24,5
327,aaaaaaaaaaaaabbbbbbbbbbbb,25,5
328,aaaaaaaaaaaaabbbbbbbbbbbbb,26,4
329,aaaaaaaaaaaabbbbbbbbbbbbbbbb,28,2
330,aaaaaaaaaaaabbbbbbbbbbbbbbbbb,29,2
331,aaaaaaaaaaaabbbbbbbbbbbbbb,26,3
332,aaaaaaaaaaaabbbbbbbbbbbbbbb,27,3
333,aaaaaaaaaaaa,12,82
334,aaaaaaaaaaaab,13,6
335,aaaaaaaaaaaabb,14,5
336,aaaaaaaaaaaabbb,15,5
337,aaaaaaaaaaaabbbb,16,5
338,aaaaaaaaaaaabbbbb,17,5
339,aaaaaaaaaaaabbbbbb,18,5
340,aaaaaaaaaaaabbbbbbb,19,5
341,aaaaaaaaaaaabbbbbbbb,20,5
342,aaaaaaaaaaaabbbbbbbbb,21,5
343,aaaaaaaaaaaabbbbbbbbbb,22,5
344,aaaaaaaaaaaabbbbbbbbbbb,23,5
345,aaaaaaaaaaaabbbbbbbbbbbb,24,5
346,aaaaaaaaaaaabbbbbbbbbbbbb,25,4
347,aaaaaaaaaaabaaaba,17,2
348,aaaaaaaaaaabaaabaa,18,2
349,aaaaaaaaaaabaaabaaa,19,2
350,aaaaaaaaaaaba,13,3
351,aaaaaaaaaaabaa,14,3
352,aaaaaaaaaaabaaa,15,3
353,aaaaaaaaaaabaaab,16,3
354,aaaaaaaaaaabbbbbbbbbbbbbbbb,27,2
355,aaaaaaaaaaabbbbbbbbbbbbbbbbb,28,2
356,aaaaaaaaaaabbbbbbbbbbbbbb,25,3
357,aaaaaaaaaaabbbbbbbbbbbbbbb,26,3
358,aaaaaaaaaaa,11,91
359,aaaaaaaaaaab,12,9
360,aaaaaaaaaaabb,13,6
361,aaaaaaaaaaabbb,14,6
362,aaaaaaaaaaabbbb,15,6
363,aaaaaaaaaaabbbbb,16,6
364,aaaaaaaaaaabbbbbb,17,6
365,aaaaaaaaaaabbbbbbb,18,6
366,aaaaaaaaaaabbbbbbbb,19,5
367,aaaaaaaaaaabbbbbbbbb,20,5
368,aaaaaaaaaaabbbbbbbbbb,21,5
369,aaaaaaaaaaabbbbbbbbbbb,22,5
370,aaaaaaaaaaabbbbbbbbbbbb,23,5
371,aaaaaaaaaaabbbbbbbbbbbbb,24,4
372,aaaaaaaaaabaaaba,16,3
373,aaaaaaaaaabaaabaa,17,3
374,aaaaaaaaaabaaabaaa,18,3
375,aaaaaaaaaabaaabaaab,19,2
376,aaaaaaaaaaba,12,4
377,aaaaaaaaaabaa,13,4
378,aaaaaaaaaabaaa,14,4
379,aaaaaaaaaabaaab,15,4
380,aaaaaaaaaabbbbbbbbbbbbbbbb,26,2
381,aaaaaaaaaabbbbbbbbbbbbbbbbb,27,2
382,aaaaaaaaaabbbbbbbbbbbbbb,24,4
383,aaaaaaaaaabbbbbbbbbbbbbbb,25,3
384,aaaaaaaaaa,10,102
385,aaaaaaaaaab,11,11
386,aaaaaaaaaabb,12,7
387,aaaaaaaaaabbb,13,7
388,aaaaaaaaaabbbb,14,7
389,aaaaaaaaaabbbbb,15,7
390,aaaaaaaaaabbbbbb,16,7
391,aaaaaaaaaabbbbbbb,17,7
392,aaaaaaaaaabbbbbbbb,18,6
393,aaaaaaaaaabbbbbbbbb,19,6
394,aaaaaaaaaabbbbbbbbbb,20,6
395,aaaaaaaaaabbbbbbbbbbb,21,6
396,aaaaaaaaaabbbbbbbbbbbb,22,6
397,aaaaaaaaaabbbbbbbbbbbbb,23,5
398,aaaaaaaaabaaaba,15,4
399,aaaaaaaaabaaabaa,16,4
400,aaaaaaaaabaaabaaa,17,4
401,aaaaaaaaabaaabaaab,18,3
402,aaaaaaaaabaaabaaabb,19,2
403,aaaaaaaaaba,11,5
404,aaaaaaaaabaa,12,5
405,aaaaaaaaabaaa,13,5
406,aaaaaaaaabaaab,14,5
407,aaaaaaaaabbbbbbbbbbbbbbbb,25,2
408,aaaaaaaaabbbbbbbbbbbbbbbbb,26,2
409,aaaaaaaaabbbbbbbbbbbbbb,23,4
410,aaaaaaaaabbbbbbbbbbbbbbb,24,3
411,aaaaaaaaabbbbbb,15,7
412,aaaaaaaaabbbbbbb,16,7
413,aaaaaaaaabbbbbbbb,17,6
414,aaaaaaaaabbbbbbbbb,18,6
415,aaaaaaaaabbbbbbbbbb,19,6
416,aaaaaaaaabbbbbbbbbbb,20,6
417,aaaaaaaaabbbbbbbbbbbb,21,6
